tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-02-07T07:46:19.000+0000,2016-02-07T07:58:05.000+0000,3.09,11.5,10162,10039
2016-02-02T15:28:05.000+0000,2016-02-02T15:42:23.000+0000,2.1,11,10019,10044
2016-02-07T18:25:35.000+0000,2016-02-07T18:35:35.000+0000,1.92,9,10011,10013
2016-02-19T15:02:51.000+0000,2016-02-19T16:00:27.000+0000,17.1,0.01,10103,11422
2016-02-15T11:24:27.000+0000,2016-02-15T11:24:36.000+0000,0,2.5,11422,11422
2016-02-05T01:05:32.000+0000,2016-02-05T01:17:52.000+0000,3.84,13.5,10002,11237
2016-02-13T11:12:04.000+0000,2016-02-13T11:24:14.000+0000,5.06,16.5,10028,10002
2016-02-16T00:45:43.000+0000,2016-02-16T00:55:53.000+0000,2.71,10.5,10003,10018
2016-02-20T10:05:10.000+0000,2016-02-20T10:14:30.000+0000,1.35,7.5,10002,10012
2016-02-02T09:44:18.000+0000,2016-02-02T09:57:54.000+0000,5.5,17.5,10009,10035
2016-02-15T07:51:45.000+0000,2016-02-15T07:58:14.000+0000,2.46,8.5,10009,10021
2016-02-03T07:21:56.000+0000,2016-02-03T07:44:20.000+0000,4.4,17.5,10007,10022
2016-02-05T17:32:04.000+0000,2016-02-05T17:38:27.000+0000,0.7,6,10111,10110
2016-02-28T23:20:15.000+0000,2016-02-28T23:47:12.000+0000,8.1,26.5,10103,11206
2016-02-07T17:14:07.000+0000,2016-02-07T17:18:17.000+0000,1.31,6,10021,10044
2016-02-23T13:44:27.000+0000,2016-02-23T14:32:51.000+0000,5.7,31,10016,10027
2016-02-24T18:15:40.000+0000,2016-02-24T18:37:37.000+0000,1.26,13.5,10171,10018
2016-02-21T03:18:04.000+0000,2016-02-21T03:50:48.000+0000,14.3,42,10022,11204
2016-02-06T16:16:05.000+0000,2016-02-06T16:27:31.000+0000,1.29,8.5,10014,10012
2016-02-24T22:41:18.000+0000,2016-02-24T22:49:43.000+0000,1.33,7.5,10103,10022
2016-02-05T06:39:57.000+0000,2016-02-05T06:53:32.000+0000,2.6,12.5,10029,10167
2016-02-06T05:02:14.000+0000,2016-02-06T05:05:41.000+0000,1.18,5.5,10011,10119
2016-02-26T20:34:10.000+0000,2016-02-26T20:51:15.000+0000,2.72,13,10009,10018
2016-02-27T03:54:27.000+0000,2016-02-27T04:15:01.000+0000,7.83,24.5,10012,11218
2016-02-03T17:21:02.000+0000,2016-02-03T17:35:54.000+0000,1.7,11,10023,10020
2016-02-15T15:15:49.000+0000,2016-02-15T15:30:31.000+0000,1.3,10,10103,10103
2016-02-11T22:10:44.000+0000,2016-02-11T22:27:39.000+0000,4.9,17.5,10013,10023
2016-02-10T22:24:30.000+0000,2016-02-10T22:33:22.000+0000,1.14,7.5,10019,10167
2016-02-22T15:36:37.000+0000,2016-02-22T15:51:20.000+0000,2,11,10167,10028
2016-02-23T19:47:14.000+0000,2016-02-23T20:02:39.000+0000,1.63,11,10012,10009
2016-02-04T16:29:38.000+0000,2016-02-04T16:58:56.000+0000,5.2,22,10282,10111
2016-02-23T11:45:06.000+0000,2016-02-23T12:00:41.000+0000,2.13,12,10019,10025
2016-02-12T17:37:24.000+0000,2016-02-12T17:45:57.000+0000,0.9,7,10103,10023
2016-02-02T13:46:41.000+0000,2016-02-02T13:58:34.000+0000,1.79,9.5,10153,10044
2016-02-29T08:21:17.000+0000,2016-02-29T08:33:17.000+0000,1.88,10,10171,10021
2016-02-17T14:11:09.000+0000,2016-02-17T14:15:03.000+0000,0.5,4.5,10021,10021
2016-02-09T00:17:12.000+0000,2016-02-09T00:22:09.000+0000,1.28,6,10020,10199
2016-02-17T13:33:48.000+0000,2016-02-17T13:52:52.000+0000,2.68,14,10002,10199
2016-02-14T16:50:00.000+0000,2016-02-14T17:02:26.000+0000,1.85,10,10119,10153
2016-02-15T10:41:22.000+0000,2016-02-15T10:42:48.000+0000,0.3,3,10001,10110
2016-02-21T14:24:41.000+0000,2016-02-21T14:49:15.000+0000,4.1,20,10003,11217
2016-02-22T19:31:48.000+0000,2016-02-22T19:36:11.000+0000,0.6,5,10001,10009
2016-02-17T17:13:16.000+0000,2016-02-17T17:23:50.000+0000,1.1,8,10003,10001
2016-02-08T19:55:15.000+0000,2016-02-08T20:13:38.000+0000,9.13,26,11371,10022
2016-02-16T09:27:29.000+0000,2016-02-16T10:00:29.000+0000,16.08,45.5,10171,10006
2016-02-15T10:15:18.000+0000,2016-02-15T10:22:54.000+0000,0.99,7,10002,10012
2016-02-26T15:36:59.000+0000,2016-02-26T15:54:24.000+0000,1.51,12,10119,10103
2016-02-23T17:07:00.000+0000,2016-02-23T17:11:14.000+0000,0.92,5,10199,10019
2016-02-14T20:12:44.000+0000,2016-02-14T20:28:12.000+0000,3.9,14.5,10017,11106
2016-02-10T21:43:15.000+0000,2016-02-10T21:51:35.000+0000,1.72,8,10012,10001
2016-02-07T21:13:47.000+0000,2016-02-07T21:26:45.000+0000,2.8,11.5,10009,10171
2016-02-09T11:25:31.000+0000,2016-02-09T11:38:40.000+0000,2.13,11,10152,10003
2016-02-06T22:06:37.000+0000,2016-02-06T22:13:59.000+0000,1.62,7.5,10023,10162
2016-02-08T21:31:49.000+0000,2016-02-08T21:40:34.000+0000,1.64,8,10103,10017
2016-02-26T17:35:27.000+0000,2016-02-26T17:52:34.000+0000,2.51,13,11222,11237
2016-02-13T14:57:31.000+0000,2016-02-13T15:10:52.000+0000,1.66,10,10119,10017
2016-02-29T08:47:51.000+0000,2016-02-29T08:55:41.000+0000,0.8,6.5,10110,10119
2016-02-26T11:22:37.000+0000,2016-02-26T11:51:14.000+0000,16.7,52,10017,11422
2016-02-29T14:49:45.000+0000,2016-02-29T15:15:05.000+0000,5.61,21,10103,10006
2016-02-24T08:38:12.000+0000,2016-02-24T08:53:49.000+0000,3.6,14,10271,10199
2016-02-18T17:28:20.000+0000,2016-02-18T17:42:14.000+0000,0.85,9.5,10153,10065
2016-02-06T14:32:46.000+0000,2016-02-06T14:50:49.000+0000,2.2,12.5,10110,10153
2016-02-02T18:26:29.000+0000,2016-02-02T18:35:10.000+0000,1.6,8.5,10019,10162
2016-02-09T18:24:44.000+0000,2016-02-09T18:32:20.000+0000,1,6.5,10003,10009
2016-02-18T13:05:09.000+0000,2016-02-18T13:11:53.000+0000,0.43,6,10110,10001
2016-02-07T11:05:00.000+0000,2016-02-07T11:11:32.000+0000,1.34,7,10014,10001
2016-02-05T22:39:18.000+0000,2016-02-05T22:46:44.000+0000,1.19,7,10003,10016
2016-02-09T12:24:21.000+0000,2016-02-09T12:35:29.000+0000,1.22,8.5,10018,10020
2016-02-06T20:51:35.000+0000,2016-02-06T21:01:12.000+0000,1.73,8.5,10002,10006
2016-02-22T20:47:05.000+0000,2016-02-22T21:10:02.000+0000,7.75,25.5,10044,11211
2016-02-27T03:09:50.000+0000,2016-02-27T03:09:55.000+0000,0,2.5,10017,10017
2016-02-14T18:01:03.000+0000,2016-02-14T18:04:42.000+0000,0.3,4.5,10003,10012
2016-02-14T03:36:46.000+0000,2016-02-14T03:40:56.000+0000,1.3,6,10001,10011
2016-02-10T09:13:53.000+0000,2016-02-10T09:29:20.000+0000,2.52,12,10110,10013
2016-02-16T16:14:53.000+0000,2016-02-16T16:20:21.000+0000,0.5,5,10103,10018
2016-02-11T19:57:20.000+0000,2016-02-11T20:16:55.000+0000,4.3,16.5,10002,11217
2016-02-22T15:02:17.000+0000,2016-02-22T15:44:17.000+0000,17.32,52,11422,10001
2016-02-23T19:07:25.000+0000,2016-02-23T19:24:27.000+0000,2.19,12,10110,10014
2016-02-06T16:29:45.000+0000,2016-02-06T16:41:27.000+0000,1.36,9,10003,10278
2016-02-26T11:17:31.000+0000,2016-02-26T11:52:32.000+0000,8.44,30.5,10171,10282
2016-02-21T01:55:13.000+0000,2016-02-21T02:02:44.000+0000,1.4,7.5,10018,10153
2016-02-29T22:10:09.000+0000,2016-02-29T23:02:35.000+0000,18.4,52,11422,10018
2016-02-29T12:58:01.000+0000,2016-02-29T13:10:43.000+0000,1.56,10,10111,10003
2016-02-27T22:00:32.000+0000,2016-02-27T22:05:57.000+0000,1.1,6,10023,10020
2016-02-11T18:24:26.000+0000,2016-02-11T18:32:56.000+0000,0.73,7,10003,10003
2016-02-17T10:13:15.000+0000,2016-02-17T10:16:15.000+0000,0.51,4,10028,10029
2016-02-17T20:48:22.000+0000,2016-02-17T20:54:07.000+0000,0.4,5.5,10017,10110
2016-02-13T14:58:45.000+0000,2016-02-13T15:16:56.000+0000,3.17,14.5,10103,10044
2016-02-23T09:46:28.000+0000,2016-02-23T10:16:39.000+0000,1.9,18,10199,10171
2016-02-03T07:26:59.000+0000,2016-02-03T07:37:32.000+0000,1.5,8.5,10001,10153
2016-02-14T18:47:56.000+0000,2016-02-14T18:52:50.000+0000,0.8,5.5,10001,10110
2016-02-04T02:21:23.000+0000,2016-02-04T02:33:51.000+0000,3.43,13,10003,11205
2016-02-06T11:36:55.000+0000,2016-02-06T11:42:25.000+0000,0.97,5.5,10003,10012
2016-02-15T14:06:28.000+0000,2016-02-15T14:09:55.000+0000,0.5,4.5,10021,10021
2016-02-11T09:51:35.000+0000,2016-02-11T09:58:45.000+0000,1.05,7,10028,10065
2016-02-21T01:22:29.000+0000,2016-02-21T01:31:27.000+0000,2.26,10,10002,11211
2016-02-19T11:15:56.000+0000,2016-02-19T11:24:36.000+0000,0.8,7,10011,10003
2016-02-19T22:25:00.000+0000,2016-02-19T22:33:04.000+0000,1,7,10011,10199
2016-02-21T01:02:17.000+0000,2016-02-21T01:10:12.000+0000,1.9,8,10001,10022
2016-02-25T01:28:47.000+0000,2016-02-25T01:37:10.000+0000,2.68,9.5,10006,10003
2016-02-04T09:58:45.000+0000,2016-02-04T10:01:33.000+0000,0,3.5,10103,10019
2016-02-24T15:55:50.000+0000,2016-02-24T16:05:11.000+0000,1.2,7.5,10110,10119
2016-02-20T09:44:06.000+0000,2016-02-20T09:48:29.000+0000,0.9,5.5,10019,10018
2016-02-07T01:06:57.000+0000,2016-02-07T01:29:29.000+0000,8.3,26,10002,10025
2016-02-28T20:42:25.000+0000,2016-02-28T21:04:28.000+0000,4.6,18,10013,11221
2016-02-04T23:14:17.000+0000,2016-02-04T23:31:18.000+0000,3.8,15,10003,10153
2016-02-24T03:39:20.000+0000,2016-02-24T03:48:26.000+0000,2.1,9,10002,10011
2016-02-01T14:19:32.000+0000,2016-02-01T14:29:56.000+0000,3.8,13,10005,10016
2016-02-03T19:39:05.000+0000,2016-02-03T19:58:19.000+0000,3.49,15.5,10162,10110
2016-02-25T09:27:48.000+0000,2016-02-25T09:34:52.000+0000,0.7,6,10022,10065
2016-02-27T23:29:24.000+0000,2016-02-28T00:08:22.000+0000,11.56,37.5,10119,11206
2016-02-05T23:05:09.000+0000,2016-02-05T23:16:41.000+0000,2.66,11,10017,10023
2016-02-05T15:19:22.000+0000,2016-02-05T15:27:20.000+0000,1.08,7,10103,10119
2016-02-19T21:38:43.000+0000,2016-02-19T22:03:13.000+0000,9.8,30,11371,10009
2016-02-21T13:04:53.000+0000,2016-02-21T13:20:35.000+0000,3.29,13.5,10028,10016
2016-02-05T18:57:20.000+0000,2016-02-05T19:21:00.000+0000,2.97,16,10119,10012
2016-02-03T14:31:38.000+0000,2016-02-03T14:32:28.000+0000,0.2,3,10027,10027
2016-02-13T02:41:28.000+0000,2016-02-13T02:49:14.000+0000,0.43,6.5,10011,10011
2016-02-13T13:14:40.000+0000,2016-02-13T13:25:02.000+0000,1.7,9,10023,10021
2016-02-11T18:46:23.000+0000,2016-02-11T18:52:50.000+0000,1.43,7,10199,10018
2016-02-18T18:12:10.000+0000,2016-02-18T18:25:01.000+0000,1.76,10,10167,10009
2016-02-13T19:54:35.000+0000,2016-02-13T20:07:34.000+0000,2.9,13,10023,10018
2016-02-04T11:42:14.000+0000,2016-02-04T11:57:15.000+0000,2.06,11.5,10028,10022
2016-02-08T08:21:10.000+0000,2016-02-08T08:43:25.000+0000,2.06,14,10021,10110
2016-02-14T12:03:50.000+0000,2016-02-14T12:12:44.000+0000,0.66,7,10002,10278
2016-02-23T15:16:44.000+0000,2016-02-23T15:23:37.000+0000,0.77,6.5,10009,10016
2016-02-17T19:22:53.000+0000,2016-02-17T19:28:20.000+0000,0.6,5.5,10003,10009
2016-02-23T09:33:47.000+0000,2016-02-23T09:44:15.000+0000,1.7,9,10023,10020
2016-02-14T15:02:48.000+0000,2016-02-14T15:05:47.000+0000,0.37,4,10012,10003
2016-02-06T23:41:38.000+0000,2016-02-06T23:55:31.000+0000,2.33,11.5,10119,10019
2016-02-11T21:32:56.000+0000,2016-02-11T21:43:56.000+0000,1.3,9,10009,10001
2016-02-21T04:23:45.000+0000,2016-02-21T04:28:00.000+0000,0.7,5,10018,10018
2016-02-18T17:31:13.000+0000,2016-02-18T17:38:48.000+0000,0.6,6,10001,10119
2016-02-25T16:50:07.000+0000,2016-02-25T16:58:10.000+0000,1.07,7,10119,10001
2016-02-10T10:14:18.000+0000,2016-02-10T10:40:14.000+0000,4.25,19.5,10167,10023
2016-02-06T22:58:27.000+0000,2016-02-06T23:06:53.000+0000,1.3,7.5,10012,10011
2016-02-14T19:38:32.000+0000,2016-02-14T19:45:44.000+0000,0.5,5.5,10199,10199
2016-02-13T13:26:57.000+0000,2016-02-13T13:37:55.000+0000,1.47,9,10199,10018
2016-02-20T18:55:19.000+0000,2016-02-20T19:22:24.000+0000,3.12,17.5,10018,10012
2016-02-05T06:12:30.000+0000,2016-02-05T06:48:30.000+0000,15.7,44,11231,10032
2016-02-24T14:55:36.000+0000,2016-02-24T15:00:06.000+0000,0.7,5,10028,10029
2016-02-16T10:34:38.000+0000,2016-02-16T10:48:29.000+0000,1.78,10.5,10171,10044
2016-02-04T08:37:00.000+0000,2016-02-04T08:59:08.000+0000,2.1,14.5,10028,10017
2016-02-11T18:44:07.000+0000,2016-02-11T19:12:54.000+0000,4.99,21,10012,10023
2016-02-03T10:35:00.000+0000,2016-02-03T10:39:09.000+0000,0.49,4.5,10110,10001
2016-02-06T15:37:09.000+0000,2016-02-06T15:52:28.000+0000,2.16,11.5,10023,10110
2016-02-20T03:04:11.000+0000,2016-02-20T03:13:19.000+0000,1.3,8,10009,10012
2016-02-15T03:41:35.000+0000,2016-02-15T03:45:15.000+0000,0.7,5,10014,10011
2016-02-08T08:18:18.000+0000,2016-02-08T08:37:28.000+0000,2.22,13,10023,10028
2016-02-10T16:38:24.000+0000,2016-02-10T17:07:15.000+0000,5,20.5,10110,10005
2016-02-05T21:36:14.000+0000,2016-02-05T21:42:16.000+0000,1.18,6.5,10199,10018
2016-02-22T15:11:13.000+0000,2016-02-22T15:19:06.000+0000,3.39,11.5,11371,11105
2016-02-22T06:29:00.000+0000,2016-02-22T06:32:45.000+0000,1.21,5.5,11102,11106
2016-02-19T21:53:31.000+0000,2016-02-19T22:07:07.000+0000,2.02,10.5,10017,10003
2016-02-13T17:35:27.000+0000,2016-02-13T17:52:28.000+0000,3.5,15,10031,10023
2016-02-25T01:13:30.000+0000,2016-02-25T01:34:02.000+0000,5.5,19.5,10271,10018
2016-02-01T12:19:05.000+0000,2016-02-01T12:34:19.000+0000,3.92,14.5,11370,11106
2016-02-11T19:30:26.000+0000,2016-02-11T19:40:42.000+0000,1.2,8,10023,10069
2016-02-25T22:03:31.000+0000,2016-02-25T22:05:57.000+0000,0.32,3.5,10012,10012
2016-02-01T20:39:52.000+0000,2016-02-01T20:52:12.000+0000,3.35,13,10282,10001
2016-02-06T13:09:30.000+0000,2016-02-06T13:39:49.000+0000,11.68,35,11211,11229
2016-02-22T08:46:36.000+0000,2016-02-22T08:58:53.000+0000,2.48,11,10028,10025
2016-02-01T11:31:09.000+0000,2016-02-01T11:47:28.000+0000,5.15,18,10162,10032
2016-02-11T00:21:09.000+0000,2016-02-11T00:27:48.000+0000,1.4,7,11206,11216
2016-02-26T17:40:47.000+0000,2016-02-26T18:27:10.000+0000,10.3,37,11371,10023
2016-02-21T23:42:27.000+0000,2016-02-22T00:04:59.000+0000,10.8,31.5,11371,10018
2016-02-11T14:21:38.000+0000,2016-02-11T14:29:10.000+0000,0.9,6.5,10011,10014
2016-02-18T21:16:44.000+0000,2016-02-18T21:33:25.000+0000,7.59,23.5,10280,10044
2016-02-03T06:43:58.000+0000,2016-02-03T06:50:17.000+0000,1.57,7,10009,10001
2016-02-23T14:53:44.000+0000,2016-02-23T15:01:10.000+0000,0.79,6.5,10110,10154
2016-02-28T10:30:14.000+0000,2016-02-28T10:39:08.000+0000,1.6,8,10171,10119
2016-02-17T10:59:55.000+0000,2016-02-17T11:10:48.000+0000,1.8,9,10199,10013
2016-02-15T14:14:11.000+0000,2016-02-15T14:39:24.000+0000,5.6,20.5,10119,11102
2016-02-03T14:13:04.000+0000,2016-02-03T14:41:26.000+0000,2.5,17.5,10199,10022
2016-02-18T15:18:22.000+0000,2016-02-18T15:34:53.000+0000,2.02,12,10044,10023
2016-02-04T14:29:08.000+0000,2016-02-04T14:41:52.000+0000,1.15,9,10103,10119
2016-02-06T09:56:23.000+0000,2016-02-06T10:14:02.000+0000,2.84,13.5,10003,10002
2016-02-03T11:10:52.000+0000,2016-02-03T11:18:52.000+0000,1.42,7,10017,10009
2016-02-04T07:49:03.000+0000,2016-02-04T07:56:12.000+0000,1.2,7,10021,10152
2016-02-10T07:43:44.000+0000,2016-02-10T07:47:44.000+0000,1.7,6.5,11201,10007
2016-02-25T10:08:55.000+0000,2016-02-25T10:17:44.000+0000,1.12,7.5,10199,10199
2016-02-29T07:49:37.000+0000,2016-02-29T08:21:04.000+0000,7.93,28.5,11422,11421
2016-02-17T18:28:39.000+0000,2016-02-17T18:35:43.000+0000,1.3,7,10022,10021
2016-02-09T07:52:06.000+0000,2016-02-09T08:00:41.000+0000,1.39,7.5,10162,10023
2016-02-27T21:16:25.000+0000,2016-02-27T21:21:31.000+0000,0.81,5.5,10019,10023
2016-02-08T21:34:41.000+0000,2016-02-08T21:57:35.000+0000,5.1,19,10028,10278
2016-02-24T11:49:04.000+0000,2016-02-24T12:13:28.000+0000,1.5,15,10001,10017
2016-02-05T22:09:43.000+0000,2016-02-05T22:20:08.000+0000,2.9,11,11201,10012
2016-02-26T20:00:25.000+0000,2016-02-26T20:08:22.000+0000,0.6,6.5,10023,10103
2016-02-15T10:37:51.000+0000,2016-02-15T10:40:15.000+0000,0.4,3.5,10111,10154
2016-02-24T17:19:48.000+0000,2016-02-24T17:46:52.000+0000,4.04,19,10012,10069
2016-02-04T09:00:25.000+0000,2016-02-04T09:08:05.000+0000,1.23,7,11231,11231
2016-02-23T13:06:20.000+0000,2016-02-23T13:08:57.000+0000,0.5,4,10009,10009
2016-02-20T01:26:06.000+0000,2016-02-20T01:33:36.000+0000,1.05,7,10006,10006
2016-02-18T19:55:05.000+0000,2016-02-18T20:26:25.000+0000,11.8,36,11371,10019
2016-02-17T21:25:48.000+0000,2016-02-17T21:31:12.000+0000,1,6,10119,10199
2016-02-20T19:39:58.000+0000,2016-02-20T19:52:14.000+0000,2.5,10.5,10162,10069
2016-02-20T18:07:27.000+0000,2016-02-20T18:09:11.000+0000,0.45,3.5,10018,10119
2016-02-12T19:03:53.000+0000,2016-02-12T19:12:36.000+0000,1,7.5,10001,10011
2016-02-17T14:35:17.000+0000,2016-02-17T14:42:12.000+0000,1.12,6.5,10044,10028
2016-02-02T22:48:33.000+0000,2016-02-02T23:00:13.000+0000,3.6,12.5,10019,10026
2016-02-17T23:17:34.000+0000,2016-02-17T23:20:54.000+0000,0.58,4.5,10001,10011
2016-02-29T16:05:28.000+0000,2016-02-29T16:23:37.000+0000,7.9,24,11371,10017
2016-02-11T13:25:10.000+0000,2016-02-11T13:37:23.000+0000,8.9,52,11368,10035
2016-02-04T15:24:56.000+0000,2016-02-04T15:46:28.000+0000,2.33,14.5,10013,10001
2016-02-04T19:34:56.000+0000,2016-02-04T19:49:35.000+0000,4.1,14.5,10028,10009
2016-02-25T05:42:59.000+0000,2016-02-25T06:00:02.000+0000,4.5,15.5,11102,10021
2016-02-23T13:56:25.000+0000,2016-02-23T14:26:45.000+0000,4.1,20,10006,10110
2016-02-25T22:16:29.000+0000,2016-02-25T22:27:35.000+0000,2,10,10103,10028
2016-02-17T04:02:07.000+0000,2016-02-17T04:20:07.000+0000,6,20,10020,11105
2016-02-27T23:20:47.000+0000,2016-02-27T23:44:36.000+0000,4.9,19.5,10001,10006
2016-02-24T07:04:26.000+0000,2016-02-24T07:15:30.000+0000,1.6,9,10009,10014
2016-02-23T21:20:21.000+0000,2016-02-23T21:26:09.000+0000,1.02,6,10001,10011
2016-02-03T17:45:22.000+0000,2016-02-03T17:52:15.000+0000,0.5,6,10065,10153
2016-02-10T08:30:00.000+0000,2016-02-10T08:32:50.000+0000,0.4,4,10152,10153
2016-02-04T07:43:08.000+0000,2016-02-04T07:49:33.000+0000,0.9,6,10017,10154
2016-02-08T11:21:48.000+0000,2016-02-08T11:26:59.000+0000,1.68,7,10028,10026
2016-02-29T20:38:30.000+0000,2016-02-29T20:42:32.000+0000,0.91,5,10009,10003
2016-02-16T19:20:27.000+0000,2016-02-16T20:04:27.000+0000,10.24,35.5,11221,10018
2016-02-25T18:31:51.000+0000,2016-02-25T18:57:20.000+0000,3.79,18,10162,10017
2016-02-20T16:54:25.000+0000,2016-02-20T17:40:14.000+0000,17.34,52,11422,10110
2016-02-01T09:22:46.000+0000,2016-02-01T09:24:26.000+0000,0.3,3.5,10167,10022
2016-02-15T20:12:48.000+0000,2016-02-15T20:28:40.000+0000,2.99,13,10002,10199
2016-02-25T08:13:47.000+0000,2016-02-25T08:17:10.000+0000,0.86,5,10110,10018
2016-02-14T13:13:44.000+0000,2016-02-14T13:17:55.000+0000,0.7,5.5,10025,10023
2016-02-12T08:54:46.000+0000,2016-02-12T09:11:59.000+0000,2.16,13,10028,10112
2016-02-23T13:28:08.000+0000,2016-02-23T13:43:19.000+0000,1.35,10.5,10065,10016
2016-02-07T01:24:04.000+0000,2016-02-07T01:43:36.000+0000,9.54,28,10002,10039
2016-02-26T18:55:23.000+0000,2016-02-27T18:50:30.000+0000,0.74,6,10023,10103
2016-02-04T14:10:11.000+0000,2016-02-04T14:14:01.000+0000,1,5.5,10110,10011
2016-02-04T08:20:25.000+0000,2016-02-04T08:29:54.000+0000,1.33,8.5,10003,10014
2016-02-03T21:54:41.000+0000,2016-02-03T22:06:30.000+0000,1.6,9,10020,10001
2016-02-24T09:21:56.000+0000,2016-02-24T09:27:58.000+0000,0.5,5.5,10011,10011
2016-02-17T17:38:12.000+0000,2016-02-17T17:46:09.000+0000,0.96,7,10119,10018
2016-02-29T09:52:08.000+0000,2016-02-29T10:03:51.000+0000,1.23,9,10009,10001
2016-02-25T15:05:57.000+0000,2016-02-25T15:27:35.000+0000,3.3,15.5,10019,10011
2016-02-27T23:00:59.000+0000,2016-02-27T23:23:58.000+0000,3.92,17,10103,10002
2016-02-02T23:51:40.000+0000,2016-02-03T00:05:50.000+0000,2.7,12,10009,10018
2016-02-01T11:31:26.000+0000,2016-02-01T11:42:33.000+0000,1.6,9,10017,10199
2016-02-04T14:04:23.000+0000,2016-02-04T14:53:11.000+0000,10.13,40,10011,11371
2016-02-11T22:50:55.000+0000,2016-02-11T22:58:16.000+0000,0.8,6.5,10003,10014
2016-02-07T23:55:23.000+0000,2016-02-08T00:05:19.000+0000,2.3,9.5,10103,10044
2016-02-26T08:20:23.000+0000,2016-02-26T09:10:53.000+0000,0,27.5,10037,11377
2016-02-06T18:50:06.000+0000,2016-02-06T19:30:35.000+0000,17.7,52,11422,10110
2016-02-17T19:40:53.000+0000,2016-02-17T19:55:30.000+0000,2.1,11,10154,10003
2016-02-28T01:06:05.000+0000,2016-02-28T01:12:54.000+0000,1.7,7.5,10103,10021
2016-02-14T00:34:13.000+0000,2016-02-14T01:01:23.000+0000,7.12,25,10009,11372
2016-02-27T13:13:50.000+0000,2016-02-27T13:31:18.000+0000,0.82,11,10002,10001
2016-02-17T10:56:06.000+0000,2016-02-17T11:10:25.000+0000,0.89,10,10153,10065
2016-02-21T22:10:50.000+0000,2016-02-21T22:25:48.000+0000,4.99,17,10282,11205
